1, 10, 295, 0, 293, 95, 1, 1, 1
1, 9, 1490, 399, 133, 167, 1, 1, 1
1, 8, 0, 360, 121, 74, 1, 1, 1
1, 7, 0, 0, 162, 149, 1, 1, 1
1, 6, 249, 306, 165, 85, 1, 1, 1
1, 5, 820, 72, 248, 77, 1, 1, 1
1, 4, 1, 497, 105, 122, 1, 1, 1
1, 3, 532, 82, 161, 86, 1, 1, 1
1, 2, 126, 510, 209, 63, 1, 1, 1
1, 1, 1275, 350, 265, 210, 1, 1, 1
2, 10, 295, 0, 293, 95, 1, 1, 1
2, 9, 1490, 399, 133, 168, 1, 1, 1
2, 8, 0, 360, 121, 74, 1, 1, 1
2, 7, 0, 0, 162, 149, 1, 1, 1
2, 6, 249, 306, 165, 85, 1, 1, 1
2, 5, 820, 72, 248, 77, 1, 1, 1
2, 4, 1, 496, 105, 123, 1, 1, 1
2, 3, 532, 82, 161, 85, 1, 1, 1
2, 2, 127, 510, 208, 63, 1, 1, 1
2, 1, 1275, 349, 265, 211, 1, 1, 1
3, 10, 295, 0, 294, 95, 1, 1, 1
3, 9, 1490, 399, 133, 167, 1, 1, 1
3, 8, 0, 360, 120, 73, 1, 1, 1
3, 7, 0, 0, 162, 149, 1, 1, 1
3, 6, 248, 306, 166, 85, 1, 1, 1
3, 5, 823, 74, 243, 75, 1, 1, 1
3, 4, 1, 497, 104, 122, 1, 1, 1
3, 3, 528, 83, 161, 88, 1, 1, 1
3, 2, 128, 510, 208, 63, 1, 1, 1
3, 1, 1274, 349, 266, 212, 1, 1, 1
4, 10, 295, 0, 295, 95, 1, 1, 1
4, 9, 1489, 399, 134, 167, 1, 1, 1
4, 8, 0, 361, 120, 72, 1, 1, 1
4, 7, 1, -2, 158, 138, 1, 1, 1
4, 6, 249, 307, 164, 84, 1, 1, 1
4, 5, 827, 75, 240, 74, 1, 1, 1
4, 4, 2, 498, 104, 121, 1, 1, 1
4, 3, 528, 83, 160, 88, 1, 1, 1
4, 2, 126, 510, 211, 64, 1, 1, 1
4, 1, 1274, 349, 266, 213, 1, 1, 1
5, 10, 295, 0, 295, 95, 1, 1, 1
5, 9, 1489, 399, 134, 167, 1, 1, 1
5, 8, 0, 361, 120, 72, 1, 1, 1
5, 7, 2, -2, 156, 133, 1, 1, 1
5, 6, 250, 307, 163, 84, 1, 1, 1
5, 5, 828, 75, 239, 74, 1, 1, 1
5, 4, 2, 498, 104, 122, 1, 1, 1
5, 3, 528, 82, 159, 90, 1, 1, 1
5, 2, 125, 509, 211, 65, 1, 1, 1
5, 1, 1274, 349, 266, 213, 1, 1, 1
6, 10, 295, 0, 294, 95, 1, 1, 1
6, 9, 1490, 400, 133, 166, 1, 1, 1
6, 8, 0, 361, 120, 71, 1, 1, 1
6, 7, 2, -1, 156, 131, 1, 1, 1
6, 6, 250, 307, 163, 84, 1, 1, 1
6, 5, 827, 74, 240, 75, 1, 1, 1
6, 4, 2, 498, 104, 122, 1, 1, 1
6, 3, 528, 82, 159, 90, 1, 1, 1
6, 2, 125, 509, 211, 65, 1, 1, 1
6, 1, 1275, 349, 265, 213, 1, 1, 1
7, 10, 295, 0, 294, 95, 1, 1, 1
7, 9, 1490, 400, 133, 166, 1, 1, 1
7, 8, 0, 361, 120, 71, 1, 1, 1
7, 7, 2, -1, 157, 130, 1, 1, 1
7, 6, 250, 307, 162, 84, 1, 1, 1
7, 5, 825, 74, 242, 75, 1, 1, 1
7, 4, 2, 498, 104, 122, 1, 1, 1
7, 3, 528, 82, 159, 90, 1, 1, 1
7, 2, 125, 509, 211, 65, 1, 1, 1
7, 1, 1275, 349, 265, 213, 1, 1, 1
8, 10, 295, 0, 294, 95, 1, 1, 1
8, 9, 1490, 401, 133, 165, 1, 1, 1
8, 8, 0, 361, 120, 71, 1, 1, 1
8, 7, 2, 0, 156, 128, 1, 1, 1
8, 6, 249, 307, 163, 83, 1, 1, 1
8, 5, 824, 74, 244, 75, 1, 1, 1
8, 4, 1, 498, 104, 121, 1, 1, 1
